season,vote,episode,castaway,castaway_id,acknowledge,ack_gesture,ack_speak,ack_look,ack_smile,ack_speak_notes,ack_score,notes
26,7,7,Julia,US0392,True,True,True,True,True,"""It's been fun. Good luck."" ",4,
26,8,8,Corinne,US0259,False,False,False,False,False,,0,
26,9,9,Michael,US0393,True,True,True,True,False,"""You turkeys.""",3,Middle finger
26,10,10,Phillip,US0337,False,False,False,False,False,,0,
26,11,11,Malcolm,US0384,True,True,True,True,True,"""Best of luck, guys.""",4,"Mumbles ""I need a drink."" (not to tribe)"
26,12,12,Reynold,US0394,True,False,True,True,True,"""Been a blast you guys, I can't wait to see wat happens.""",3,
26,13,12,Andrea,US0333,False,False,False,False,False,,0,
26,14,13,Brenda,US0312,True,True,True,True,True,"""It hurts.""",4,Puts hands on heart
26,15,14,Eddie,US0395,True,True,True,True,True,"""What a game, guys.""",4,Waves
27,1,1,Laura B.,US0397,False,False,False,False,False,,0,Non tribal vote off
27,2,1,Candice,US0195,False,False,False,False,False,,0,Non tribal vote off
27,3,1,Marissa,US0398,True,True,False,True,False,,2,Death stare
27,4,2,Rachel,US0399,True,True,True,True,False,"""Peace guys.""",3,
27,5,3,John,US0400,False,False,False,False,False,,0,
27,6,4,Brad,US0401,False,False,False,False,False,,0,
27,7,5,Laura M.,US0292,False,False,False,False,False,,0,
27,8,6,Kat,US0365,False,False,False,False,False,,0,
27,9,7,Laura B.,US0397,True,True,True,True,False,"""Bye, guys.""",3,
27,10,8,Aras,US0182,True,True,True,True,True,"""See you guys. Have fun.""",4,
27,11,9,Vytas,US0402,False,False,False,False,False,,0,
27,12,9,Tina,US0032,True,True,True,True,False,"""See y'all tomorrow.""",3,
27,13,10,Laura M.,US0292,True,True,True,True,True,"""Love you.""",4,"Speaking to her daughter, Ciera"
27,14,11,Caleb,US0403,False,False,False,False,False,,0,
27,15,12,Katie,US0404,True,True,True,True,False,"""Good luck""",3,
27,16,13,Hayden,US0405,True,True,True,True,True,"""See y'all later.""",4,
27,17,14,Ciera,US0406,True,True,True,True,False,"""Bye guys.""",3,
27,18,14,Tina,US0032,False,False,False,False,False,,0,
28,1,1,David,US0407,False,False,False,False,False,,0,
28,2,1,Garrett,US0408,False,False,False,False,False,,0,
28,3,2,Brice,US0409,False,False,False,False,False,,0,
28,4,3,J'Tia,US0410,False,False,False,False,False,,0,
28,5,4,Cliff,US0411,True,True,True,True,True,"""Good luck, guys.""",4,
28,6,5,Alexis,US0413,False,False,False,False,False,,0,
28,7,6,Sarah,US0414,True,True,True,True,True,"""Good luck, guys.""",4,
28,8,7,Morgan,US0415,True,True,True,True,True,"""Good luck, you guys.""",4,
28,9,8,LJ,US0416,True,False,True,False,False,"""Good luck, guys.""",1,
28,10,9,Jeremiah,US0417,True,True,True,True,True,Inaudible,4,
28,11,10,Jefra,US0418,True,True,True,True,True,"""Good luck, guys. It's been fun.""",4,
28,12,11,Tasha,US0419,False,False,False,False,False,,0,
28,13,12,Trish,US0420,True,False,True,True,False,"""Good luck.""",2,
28,14,13,Spencer,US0421,True,True,True,True,False,"""Adios""",3,
28,15,13,Kass,US0422,False,False,False,False,False,,0,
29,1,1,Nadiya,US0425,False,False,False,False,False, ,0,
29,2,2,Val,US0426,False,False,False,False,False,,0,
29,3,3,John,US0427,False,False,False,False,False,,0,
29,4,4,Drew,US0428,False,False,False,False,False,,0,
29,5,5,Kelley,US0429,False,False,False,False,False,,0,
29,6,6,Dale,US0430,False,False,False,False,False,,0,
29,7,8,Josh,US0432,True,True,True,True,False,"""I'll eat a cheeseburger for everybody.""",3,
29,8,9,Jeremy,US0433,False,False,False,False,False,,0,
29,9,10,Wes,US0434,True,True,False,True,False,,2,
29,10,11,Reed,US0435,False,False,False,False,False,,0,
29,11,12,Alec,US0436,False,False,False,False,False,,0,
29,12,13,Jon,US0437,True,True,True,True,False,"""See ya guys. Good luck."" ",3,
29,13,14,Baylor,US0438,True,True,True,True,False,"""Love y'all.""",3,
29,14,14,Keith,US0439,True,True,True,False,False,"""See y'all.""",2,
30,1,1,So,US0443,True,False,True,True,True,"""Good luck, guys.""",3,
30,2,2,Vince,US0444,True,False,True,True,False,"""Good play.""",2,
30,3,3,Nina,US0445,False,False,False,False,False,,0,
30,4,4,Lindsey,US0446,False,False,False,False,False,,0,
30,5,5,Max,US0447,False,False,False,False,False,,0,
30,6,6,Joaquin,US0448,False,False,False,False,False,,0,
30,7,7,Kelly,US0449,False,False,False,False,False,,0,
30,8,8,Hali,US0450,True,True,True,True,True,"""Love you, America.""",4,
30,9,9,Joe,US0451,True,True,True,True,False,"""Hey, love you all. Good luck.""",3,
30,10,10,Jenn,US0452,True,True,True,True,True,"""Bye, guys. Good luck. And play nice, alright? I'll see you soon.""",4,
30,11,11,Shirin,US0453,True,True,True,True,True,"""Bye, guys.""",4,
30,12,12,Tyler,US0454,False,False,False,False,False,,0,
30,13,13,Dan,US0455,False,False,False,False,False,,0,
30,14,14,Sierra,US0456,True,True,True,True,True,"""Sneaky""",4,
30,15,14,Rodney,US0457,True,True,True,True,False,"""Alright, guys""",3,
31,1,1,Vytas,US0402,True,True,True,True,True,"""No hard feelings, you guys. You played such a great game. It's all good.""",4,
31,2,2,Shirin,US0453,False,False,False,False,False,,0,
31,3,3,Peih-Gee,US0233,False,False,False,False,False,,0,
31,4,4,Jeff,US0023,True,False,False,True,False,,1,
31,5,5,Monica,US0295,True,False,False,True,False,,1,
31,6,6,Woo,US0423,False,False,False,False,False,,0,
31,7,7,Kass,US0422,False,False,False,False,False,,0,
31,8,8,Andrew,US0105,True,True,False,True,False,,2,Middle finger to Abi-Maria
31,9,9,Kelly,US0015,False,False,False,False,False,,0,
31,10,10,Ciera,US0406,False,False,False,False,False,,0,
31,11,11,Stephen,US0280,False,False,False,False,False,,0,
31,12,12,Joe,US0451,False,False,False,False,False,"""Good luck, y'all. Boys: Best of luck.""",0,
31,13,13,Abi-Maria,US0383,True,True,True,True,False,"""Well played.""",3,
31,14,14,Kimmi,US0021,True,True,True,True,True,"""Thank you very much for a great game.""",4,
31,15,14,Keith,US0439,True,True,True,True,False,"""Hang in there.""",3,
31,16,14,Kelley,US0429,True,True,True,True,True,"""Good luck guys. See you tomorrow.""",4,
32,1,1,Darnell,US0461,True,False,True,True,False,"""Good game.""",2,
32,2,2,Jennifer,US0462,True,True,True,True,True,"""See you guys. Hope you win lots more challenges.""",4,
32,3,3,Liz,US0463,True,False,True,True,False,"""Good luck everyone!""",2,
32,4,4,Alecia,US0465,True,False,True,True,True,"""Good luck Cydney""",3,
32,5,5,Anna,US0466,True,True,True,True,True,"""Good luck everyone.""",4,
32,6,6,Peter,US0467,True,True,False,True,True,,3,
32,7,8,Nick,US0469,False,False,False,False,False,,0,
32,8,9,Debbie,US0470,False,False,False,False,False,,0,
32,9,10,Scot,US0471,False,False,False,False,False,,0,
32,10,11,Julia,US0472,False,False,False,False,False,,0,
32,11,12,Jason,US0473,True,True,False,False,False,,1,
32,12,14,Cydney,US0475,False,False,False,False,False,,0,
33,1,1,Rachel,US0479,False,False,False,False,False,,0,
33,2,2,Mari,US0480,True,False,True,True,False,"""Salty""",2,
33,3,3,Paul,US0481,True,True,True,True,False,"""Good luck, guys.""",3,
33,4,4,Lucy,US0482,False,False,False,False,False,,0,
33,5,5,CeCe,US0483,True,False,True,True,False,"""Good luck, guys.""",2,
33,6,6,Figgy,US0484,True,False,True,True,False,"""Good luck, Tays.""",2,
33,7,7,Michaela,US0485,True,False,True,True,False,"""You going to feel like an asshole... my shoes... Damn, Jay"" ",2,
33,8,8,Michelle,US0486,True,True,False,True,False,,2,
33,9,9,Taylor,US0487,True,True,True,True,False,"""Good luck, guys... Sorry for stealing food.""",3,
33,10,10,Chris,US0488,True,True,True,True,False,"""Boomer""",3,"Zeke replied, ""Sooner."""
33,11,10,Jessica,US0489,False,False,False,False,False,,0,
33,12,11,Zeke,US0490,False,False,False,False,False,,0,"Just before snuff: ""It's been an honor to play with you all."""
33,13,12,Will,US0491,True,True,True,True,False,"""I had a blast guys. Good luck to all of you.""",3,
33,14,12,Sunday,US0492,True,False,True,True,True,"""Good luck, guys. Have fun.""",3,
33,15,13,Jay,US0493,False,True,False,False,False,,1,
33,16,13,Bret,US0494,True,False,True,True,True,"""David, good luck to you. The rest of you: You just lost a million dollars.""",3,
33,17,13,David,US0495,True,False,True,True,False,"""Playing Survivor is the biggest dream I ever had, and I'm so glad I got to play it with all of you. But not Vinaka.""",2,
34,1,1,Ciera,US0406,True,True,True,True,True,"""Good luck everyone good job.""",4,
34,2,1,Tony,US0424,True,False,False,True,False,,1,
34,3,2,Caleb,US0464,False,False,False,False,False,,0,
34,4,3,Malcolm,US0384,False,False,False,False,False,,0,
34,5,4,J.T.,US0281,False,False,False,False,False,,0,
34,6,5,Sandra,US0112,True,True,True,True,True,,4,
34,7,6,Jeff,US0023,True,True,False,True,False,,2,
34,8,7,Hali,US0450,True,True,True,True,True,"""I enjoyed meeting every one of you. May the best player win!""",4,
34,9,7,Ozzy,US0201,True,True,True,True,True,"""Good job guys. Good luck eating.""",4,
34,10,8,Debbie,US0470,True,True,True,True,True,"""Good luck to you all.""",4,
34,11,9,Zeke,US0490,True,True,True,True,True,"""Keep playing hard gang."" ",4,"Mumbles ""Dammit!"" under breath as walking out"
34,12,10,Sierra,US0456,True,True,True,True,True,"""Yep. Privilege guys!""",4,
34,13,11,Andrea,US0333,False,False,False,False,False,,0,
34,14,11,Michaela,US0485,False,False,False,False,False,,0,
34,15,12,Cirie,US0179,True,True,True,True,True,"""Thank you Jeff""",4,
34,16,12,Aubry,US0477,False,False,False,False,False,"""The full experience.""",0,
34,17,12,Tai,US0476,False,False,False,False,False,"""Thank you Jeff for a great season. Appreicate it. Thank you.""",0,
35,1,1,Katrina,US0499,True,True,True,True,False,"""Good luck, guys.""",3,
35,2,2,Simone,US0500,True,True,True,True,True,"""Bye""",4,
35,3,3,Patrick,US0501,True,False,False,True,False,,1,"Said, ""You guys are awful"" when Jeff made announcement. "
35,4,4,Alan,US0502,True,True,True,True,False,"""Good luck, everyone.""",3,
35,5,5,Roark,US0503,True,True,True,True,False,"""Good luck, guys.""",3,
35,6,6,Ali,US0504,False,False,False,False,False,,0,
35,7,7,Jessica,US0505,True,True,False,True,True,,3,
35,8,8,Desi,US0506,True,True,True,True,True,"""Good luck everyone.""",4,
35,9,9,Cole,US0507,True,True,True,True,True,"""Good luck, guys. Have fun out there."" ",4,
35,10,10,JP,US0508,False,False,False,False,False,,0,"""Damn, they got me good,"" he said out of jury earshot. "
35,11,10,Joe,US0509,False,False,False,False,False,,0,
35,12,11,Lauren,US0510,True,True,True,True,True,"""Good luck, guys.""",4,
35,13,12,Ashley,US0511,True,True,True,True,False,"""Good luck, you guys.""",3,
35,14,13,Mike,US0512,True,True,True,False,False,"""Good luck, everybody.""",2,
35,15,13,Devon,US0513,True,True,False,True,True,,3,
36,1,1,Gonzalez,US0517,False,False,False,False,False,,0,"Said ""sad"" as she walked away. "
36,2,1,Jacob,US0518,True,True,True,True,True,"""Y'all did good.""",4,
36,3,2,Morgan,US0519,True,True,True,True,True,"""Don't trust the cute blondes.""",4,
36,4,3,Brendan,US0520,False,False,False,False,False,,0,
36,5,4,Stephanie,US0521,True,True,True,True,False,"""Bye guys.""",3,
36,6,5,James,US0522,True,True,True,True,True,"""Great blindside, y'all. It's been a true pleasure playing with you all. Best of luck.""",4,
36,7,6,Bradley,US0523,False,False,False,False,False,,0,
36,8,7,Chris,US0524,False,False,False,False,False,,0,
36,9,8,Libby,US0525,True,True,True,True,True,"""See you, guys.""",4,
36,10,9,Desiree,US0526,True,False,True,False,False,"""Ladies y'all better keep winning.""",1,
36,11,10,Jenna,US0527,False,False,False,False,False,,0,
36,12,10,Michael,US0528,True,True,True,True,False,"""It's been one hell of a time, guys. Vinaka.""",3,
36,13,11,Chelsea,US0529,False,False,False,False,False,,0,
36,14,12,Kellyn,US0530,True,True,True,True,True,"""It's truly been a pleasure. From the bottom of my heart, I wish you all the best of look.""",4,
36,15,13,Sebastian,US0531,True,True,True,True,True,"""You guys have no idea how much fun I had with all you. It was truly a pleasure.""",4,
36,16,13,Donathan,US0532,False,False,False,False,False,,0,
36,17,13,Angela,US0533,True,True,True,True,False,"""Good luck.""",3,
37,1,2,Jessica,US0538,True,False,True,True,False,"""Bye, guys.""",2,
37,2,3,Jeremy,US0539,False,False,False,False,False,,0,
37,3,4,Natalia,US0541,True,True,True,True,False,"""Did you know? Why are you smiling. Oh my God I can't handle you right now.""",3,
37,4,5,Natalie,US0542,False,False,False,False,False,,0,
37,5,6,Lyrsa,US0543,True,False,True,True,False,"""Bye, guys.""",2,
37,6,7,Elizabeth,US0544,True,False,True,True,True,"""Good luck, you guys. I love you all. I really do.""",3,
37,7,8,John,US0545,True,True,True,True,True,"""Guys""",4,
37,8,9,Dan,US0546,False,False,False,False,False,,0,
37,9,10,Alec,US0547,True,True,False,True,True,,3,
37,10,10,Carl,US0548,True,True,True,True,False,"""Go get 'em. Good job, guys.""",3,
37,11,11,Gabby,US0549,True,True,True,True,True,"""Sorry, Christian. I love you.""",4,
37,12,12,Christian,US0550,True,True,True,True,False,"""Good luck to you all. Well played.""",3,
37,13,13,Davie,US0551,True,True,True,True,False,"""I will say this. The person who orchestrated this, you now have my vote for a million dollars. It's up to someone else to make a bigger move.""",3,
37,14,13,Alison,US0552,True,True,True,True,True,"""Good luck. I'll see you all soon.""",4,
37,15,13,Kara,US0553,True,True,True,True,True,"Bye guys. See you soon.""",4,
38,1,1,Reem,US0557,True,False,True,True,False,"""Thank you.""",2,"Mumbles ""I hope it pours down rain on these people."" under breath."
38,2,2,Keith,US0558,False,False,False,False,False,,0,"Said, ""Dang, Dang, Dang. Dangit!"" but not to tribe. "
38,3,3,Chris,US0559,False,False,False,False,False,,0,
38,4,4,Rick,US0560,True,True,True,True,True,,4,"""I take it all back. You guys are the worst. I love you guys. Go win something. I'm rooting for you."""
38,5,5,Aubry,US0477,True,False,True,True,False,"""Good luck, guys. Kill it.""",2,
38,6,5,Wendy,US0561,True,True,True,True,True,,4,"""Bye guys."""
38,7,6,Joe,US0451,True,False,True,True,False,"""You made a big mistake."" ",2,As he walked away after turning to glare at them. 
38,8,7,Eric,US0562,True,False,True,True,False,"""The lord gives. The lord takes away. What a fun experience. Hopefully I'll see you soon.""",2,
38,9,8,Julia,US0563,True,False,True,True,True,"""It's been such a pleasure, guys. I know it's a game but, really, take care of yourselves and each other. Good luck.""",3,
38,10,9,David,US0495,True,False,True,True,True,"""No hard feelings guys. You know I had to try. But I am going to follow my way back in."" ",3,
38,11,9,Kelley,US0429,True,False,True,True,True,"""Good luck. See you soon.""",3,
38,12,10,Wardog,US0564,True,True,True,True,True,"""Y'all made the right decision. Love you.""",4,
38,13,11,Ron,US0565,True,True,True,True,True,"""Devins, you're a great player. It was a lot of fun. Bye. Thanks.""",4,
38,14,12,Aurora,US0566,True,True,True,True,True,"""Good game guys. Good luck. Get him out.""",4,Referring to Devins
38,15,13,Victoria,US0567,True,True,True,True,True,"""I'm not sure which one of you did it. Devins, great play. Gavin, I'm voing for you, man.""",4,
38,16,13,Lauren,US0568,True,True,True,True,True,"""Bye guys. Seriously, good luck.""",4,
38,17,13,Rick,US0560,True,True,True,True,True,"""Thank you.""",4,
39,1,1,Ronnie,US0571,True,True,True,True,False,"""OK guys.""",3,
39,2,2,Molly,US0572,True,True,True,True,True,"""Good luck, guys.""",4,
39,3,3,Vince,US0573,True,True,True,True,True,"""Good luck, all.""",4,
39,4,4,Chelsea,US0574,True,True,True,True,True,"""Good luck, guys.""",4,
39,5,5,Tom,US0575,True,True,True,False,False,"""See ya, guys. Good luck.""",2,
39,6,6,Jason,US0576,False,False,False,False,False,,0,
39,7,7,Jack,US0577,True,True,True,True,True,"""See you all.""",4,
39,8,8,Kellee,US0578,True,True,True,True,True,"""Good luck, guys.""",4,
39,9,8,Jamal,US0579,False,False,False,False,False,,0,
39,10,9,Aaron,US0580,False,False,False,False,False,,0,
39,11,9,Missy,US0581,True,True,True,True,True,"""Dang, Elaine, I knew it. All right. I'll see you all later. Wednesday night at 8.""",4,
39,12,10,Elizabeth,US0582,True,True,True,True,True,"""Love you.""",4,
39,13,11,Karishma,US0583,False,False,False,False,False,,0,
39,14,12,Elaine,US0584,True,True,True,True,False,"""Love y'all.""",3,
39,15,13,Janet,US0586,True,True,True,True,False,"""Bye guys.""",3,
39,16,13,Lauren,US0587,True,True,True,True,True,"""Bye guys, good luck. Love you Tommy.""",4,
40,1,1,Natalie,US0442,False,False,False,False,False,,0,
40,2,1,Amber,US0027,False,False,False,False,False,,0,
40,3,2,Danni,US0166,False,False,False,False,False,,0,
40,4,3,Ethan,US0048,True,False,True,True,False,"""Good luck.""",2,
40,5,4,Tyson,US0274,False,False,False,False,False,,0,
40,6,5,Boston Rob,US0055,False,False,False,False,False,,0,
40,7,6,Parvati,US0197,True,False,True,True,False,"""Good luck, guys.""",2,
40,8,6,Sandra,US0112,True,False,True,True,True,"""Day 16 got me again.""",3,
40,9,7,Yul,US0202,True,True,True,True,False,"""Alright, you guys.""",3,
40,10,8,Wendell,US0536,True,False,True,True,False,"""Keep playing, guys.""",2,
40,11,9,Adam,US0498,True,False,True,True,False,"""Good luck, guys.""",2,
40,12,10,Tyson,US0274,True,False,True,True,False,"""See you guy soon.""",2,
40,13,11,Sophie,US0353,True,True,True,True,False,"""Good luck, guys. Did not see it coming.""",3,
40,14,12,Kim,US0371,True,True,False,True,False,,2,
40,15,13,Jeremy,US0433,False,False,False,False,False,,0,
40,16,13,Nick,US0556,True,True,True,True,False,"""I'll do my best to join you again tomorrow.""",3,
40,17,14,Denise,US0386,True,True,True,True,False,"""Kick ass.""",3,
40,18,14,Ben,US0516,False,False,False,False,False,,0,
40,19,14,Sarah,US0414,True,True,True,True,False,"""It was a pleasure. Tony: I love you. Crush it tomorrow, alright?""",3,
41,1,1,Abraham,US0591,True,True,True,True,False,"""Enjoy this ride.""",3,
41,2,1,Sara,US0592,True,True,True,True,True,"""Good bye. Good luck.""",4,
41,3,2,Voce,US0607,False,False,False,False,False,,0,
41,4,3,Brad,US0602,False,False,False,False,False,,0,
41,5,4,JD,US0603,True,True,False,True,False,,2,
41,6,5,Genie,US0595,True,True,True,True,False,"""Bye guys.""",3,
41,7,7,Sydney,US0605,False,False,False,False,False,,0,
41,8,8,Tiffany,US0604,True,True,True,True,True,"""Good luck, guys.""",4,
41,9,9,Naseer,US0600,True,True,True,True,True,"""Good job, guys.""",4,
41,10,9,Evvie,US0598,True,True,True,True,False,"""Well played, guys.""",3,
41,11,10,Shan,US0606,False,False,False,False,False,,0,
41,12,11,Liana,US0608,True,True,True,True,True,"""Bye y'all. Play hard.""",4,
41,13,12,Danny,US0599,True,True,True,True,True,"""Apprecite you. Go Cowboys.""",4,
41,14,13,Ricard,US0596,True,True,False,True,True,,3,
41,15,13,Heather,US0593,True,True,True,True,True,"""Bye, guys.""",4,
42,1,1,Zach,US0626,True,True,True,True,True,"""I really did have a blast.""",4,
42,2,2,Marya,US0618,True,True,True,True,True,"""See you guys. Bring it home.""",4,
42,3,3,Jenny,US0614,False,False,False,False,False,,0,
42,4,4,Swati,US0624,False,False,False,False,False,,0,
42,5,5,Daniel,US0610,True,False,False,True,False,,1,
42,6,7,Lydia,US0617,True,False,True,True,True,"""Good luck guys.""",3,
42,7,8,Chanelle,US0609,False,False,False,False,False,,0,
42,8,9,Rocksroy,US0622,True,True,True,True,False,"""Good luck.""",3,
42,9,9,Tori,US0625,True,True,True,True,True,"""Have fun, y'all""",4,
42,10,10,Hai,US0612,True,True,True,True,True,"""Bye guys.""",4,
42,11,11,Drea,US0611,True,True,True,True,True,"""Love you.""",4,
42,12,12,Omar,US0621,True,True,True,True,True,"""Love you, guys. See you soon.""",4,
42,13,13,Lindsay,US0616,True,True,True,True,True,"Good luck, guys. Gonna eat so much food.""",4,
42,14,13,Jonathan,US0615,True,True,True,True,False,"""Hey, my friends. All love.""",3,
43,1,1,Morriah,US0639,True,True,True,True,True,"""Bye guys.""",4,
43,2,2,Justine,US0635,True,True,True,True,True,,4,
43,3,3,Nneka,US0640,True,False,True,True,True,"""Bye guys.""",3,
43,4,4,Lindsay,US0637,False,False,False,False,False,,0,
43,5,5,Geo,US0631,False,False,False,False,False,,0,
43,6,6,Elie,US0630,False,False,False,False,False,,0,Took a swipe at Gabler before douse
43,7,7,Dwight,US0629,True,True,True,True,True,"""Thank you""",4,
43,8,8,Jeanine,US0633,True,True,True,True,False,"""See you guys in the real world.""",3,
43,9,9,James,US0632,False,False,False,False,False,,0,
43,10,9,Ryan,US0643,False,False,False,False,False,,0,
43,11,10,Noelle,US0641,True,True,True,True,True,"""Good luck everyone.""",4,
43,12,11,Sami,US0644,True,True,True,True,True,"""Lot of fun, peeps.""",4,
43,13,12,Cody,US0628,True,True,True,True,True," ""A hui hou ... and aloha""",4,
43,14,13,Karla,US0636,True,False,True,True,True,"""Good luck, y'all. I love y'all.""",3,
43,15,13,Jesse,US0634,False,True,False,False,False,,1,
44,1,1,Maddy,US0649,True,True,True,True,True,"""Good luck you guys.""",4,
44,2,2,Helen,US0660,False,False,False,False,False,,0,
44,3,3,Claire,US0651,True,False,True,True,False,"""Good luck.""",2,
44,4,4,Sarah,US0661,False,False,False,False,False,,0,
44,5,6,Josh,US0655,True,True,True,True,False,"""Bye guys.""",3,
44,6,7,Matt,US0656,True,True,True,True,False,"""Proud of you, Frannie, for winning today.""",3,
44,7,8,Brandon,US0645,True,True,True,True,False,"""Well played.""",3,
44,8,9,Kane,US0647,True,False,True,True,True,"""Enjoy your rice, you bitches.""",3,
44,9,10,Frannie,US0653,True,True,False,True,True,,3,
44,10,11,Danny,US0652,True,True,True,True,True,"""You're awesome.""",4,
44,11,12,Jaime,US0646,True,True,True,True,True,"""Love you guys."" ",4,"""Love you Jeff"""
44,12,13,Lauren,US0648,True,True,False,True,True,,3,
44,13,13,Carson,US0659,True,False,True,True,True,"""Good luck, y'all. Y'all are amazing.""",3,
45,1,1,Hannah,US0669,True,True,True,True,True,"""I love you guys so much.""",4,
45,2,2,Brandon,US0665,True,False,True,True,True,"""This is cool. It's really cool.""",3,
45,3,3,Sabiyah,US0677,True,False,True,True,True,"""Who? ... Who?""",3,
45,4,4,Sean,US0678,False,False,False,False,False,,0,
45,5,5,Brando,US0664,True,True,True,True,True,"""Hey, one of y'all win it for me. I love you all. Good luck.""",4,Blew a kiss
45,6,6,J. Maya,US0670,True,True,False,True,True,,3,
45,7,7,Sifu,US0679,True,True,True,True,False,"""Thank you, everybody. It's been a pleasure.""",3,Bowed 
45,8,7,Kaleb,US0673,True,True,True,True,True,"""Always a pleasure.""",4,
45,9,8,Kellie,US0675,True,False,True,True,False,"""Bye.""",2,"Earlier said, ""What the hell guys?"""
45,10,9,Kendra,US0676,True,False,False,True,False,,1,
45,11,10,Bruce,US0657,True,True,False,False,False,,1,"""It has been an honor,"" said earlier."
45,12,11,Emily,US0668,True,True,True,True,True,"""My vote's going to the best player.""",4,
45,13,12,Drew,US0667,False,False,False,False,False,,0,
45,14,13,Julie,US0672,True,True,False,True,True,,3,Blew a kiss
45,15,13,Katurah,US0674,True,False,True,False,True,"""Love you guys. Good luck! Give 'em hell.""",2,
46,1,1,Jelinsky,US0683,False,False,False,False,False,,0,
46,2,2,Jess,US0686,True,True,True,True,True,"""Bye""",4,
46,3,4,Bhanu,US0681,True,True,False,True,False,,2,
46,4,5,Jem,US0685,False,False,False,False,False,,0,
46,5,6,Moriah,US0690,True,True,False,True,False,,2,
46,6,7,Tim,US0696,True,True,True,True,False,"""Love y'all.""",3,
46,7,7,Soda,US0693,True,True,False,True,False,,2,"Earlier she said, ""I hope you crush it, man"""
46,8,8,Tevin,US0694,True,True,True,True,False,"""It doesn't rock.""",3,
46,9,9,Hunter,US0684,False,False,False,False,False,,0,"""Yes they have"" in response to Jeff saying the tribe has spoken"
46,10,10,Tiffany,US0695,True,True,False,True,False,,2,Blew a kiss
46,11,11,Venus,US0697,True,False,True,True,True,"""Great game, you guys.""",3,
46,12,12,Q,US0691,True,True,True,True,False,"""See y'all now""",3,
46,13,13,Maria,US0689,True,False,True,True,True,"""It's been a pleasure, you guys.""",3,Blew a kiss
46,14,13,Liz,US0688,False,False,False,False,False,,0,
